01/21/2015,15,12.17,30,8,16259
01/21/2015,16,21.93,31,8,16379
01/21/2015,17,55.26,30,9,17216
01/21/2015,18,69.47,28,10,18521
01/21/2015,19,73.34,27,11,18520
01/21/2015,20,68.48,26,12,18084
01/21/2015,21,54.52,26,13,17404
01/21/2015,22,44.68,26,13,16239
01/21/2015,23,15.63,26,14,14788
01/21/2015,24,34.5,27,16,13566
01/22/2015,1,43.79,27,15,12781
01/22/2015,2,36.19,26,15,12371
01/22/2015,3,41.03,26,16,12195
01/22/2015,4,36.97,26,16,12216
01/22/2015,5,49.35,26,16,12601
01/22/2015,6,43.05,26,16,13722
01/22/2015,7,58.08,26,16,15730
01/22/2015,8,72.2,26,16,16787
01/22/2015,9,53.72,26,16,16887
01/22/2015,10,38.64,27,17,16757
01/22/2015,11,52.75,29,18,16582
01/22/2015,12,50.1,31,18,16380
01/22/2015,13,48.5,33,19,16173
01/22/2015,14,38.96,33,20,16070
01/22/2015,15,37.78,35,21,15902
01/22/2015,16,47.05,35,21,15973
01/22/2015,17,52.36,34,21,16664
01/22/2015,18,58.58,33,21,18011
01/22/2015,19,62.17,31,21,18058
01/22/2015,20,61.37,31,20,17687
01/22/2015,21,54.35,30,20,17100
01/22/2015,22,50.79,29,19,16058
01/22/2015,23,4.35,27,18,14695
01/22/2015,24,17.12,27,16,13550
01/23/2015,1,30.99,26,15,12853
01/23/2015,2,17.77,24,14,12484
01/23/2015,3,0.02,24,12,12360
01/23/2015,4,32.58,23,11,12429
01/23/2015,5,34.8,23,11,12840
01/23/2015,6,51.71,21,11,13965
01/23/2015,7,51.94,21,11,15983
01/23/2015,8,57.32,21,10,17021
01/23/2015,9,59.23,21,12,16997
01/23/2015,10,51.37,24,12,16766
01/23/2015,11,46.58,28,13,16544
01/23/2015,12,42.3,30,14,16290
01/23/2015,13,40.81,32,15,15994
01/23/2015,14,39.06,33,16,15799
01/23/2015,15,38.19,35,16,15616
01/23/2015,16,37.55,35,16,15664
01/23/2015,17,40.76,35,16,16322
01/23/2015,18,39.3,33,16,17523
01/23/2015,19,42.02,32,17,17482
01/23/2015,20,41.07,30,18,17028
01/23/2015,21,40.93,30,18,16461
01/23/2015,22,39.65,30,18,15634
01/23/2015,23,24.33,30,19,14549
01/23/2015,24,3.28,30,20,13454
01/24/2015,1,27.66,30,21,12625
01/24/2015,2,31.25,30,21,12145
01/24/2015,3,30.6,30,22,11877
01/24/2015,4,24.37,31,23,11755
01/24/2015,5,24.15,31,24,11863
01/24/2015,6,18.03,31,26,12286
01/24/2015,7,18.67,30,27,13079
01/24/2015,8,51.48,30,27,13876
01/24/2015,9,45.55,30,28,14749
01/24/2015,10,46.3,31,29,15523
01/24/2015,11,58.81,31,29,16014
01/24/2015,12,68.64,31,29,16200
01/24/2015,13,64.39,32,29,16191
01/24/2015,14,67.5,32,30,16034
01/24/2015,15,63.06,32,29,15827
01/24/2015,16,73.26,32,29,15805
01/24/2015,17,79.02,32,29,16355
01/24/2015,18,76.54,32,29,17403
01/24/2015,19,84.6,32,30,17183
01/24/2015,20,64.68,32,29,16533
01/24/2015,21,55.49,32,27,15844
01/24/2015,22,44.26,32,26,14990
01/24/2015,23,39.23,31,25,13988
01/24/2015,24,10.24,31,25,13041
01/25/2015,1,33.39,31,24,12281
01/25/2015,2,33.93,31,24,11829
01/25/2015,3,37.92,31,24,11556
01/25/2015,4,36.3,31,24,11458
01/25/2015,5,38.16,31,25,11521
01/25/2015,6,32.31,31,25,11850
01/25/2015,7,33.23,31,25,12468
01/25/2015,8,35.45,31,25,13101
01/25/2015,9,43.38,32,25,13949
01/25/2015,10,30.38,33,25,14446
01/25/2015,11,55.92,34,23,14622
01/25/2015,12,47.93,34,19,14623
01/25/2015,13,21.08,34,16,14515
01/25/2015,14,13.83,33,12,14341
01/25/2015,15,22.87,33,11,14298
01/25/2015,16,46.75,32,9,14593
01/25/2015,17,38.24,30,6,15570
01/25/2015,18,80.21,28,6,17210
01/25/2015,19,59.74,26,6,17425
01/25/2015,20,58.93,24,5,17125
01/25/2015,21,51.66,23,3,16590
01/25/2015,22,55.73,20,3,15677
01/25/2015,23,27.31,19,3,14562
01/25/2015,24,19.78,18,2,13584
01/26/2015,1,44.38,15,2,12944
01/26/2015,2,21.6,15,1,12629
01/26/2015,3,37.86,15,1,12541
01/26/2015,4,16.57,14,0,12642
